   1.4500000e+02
   1.6963227e-01   2.6923077e-01   3.4615385e-01   3.3333333e-01
   4.0213523e-01   1.5384615e-01   4.2307692e-01   1.6666667e-01
   6.2593911e-01   1.5384615e-01   4.6153846e-01   1.6666667e-01
   7.0264927e-01   1.1538462e-01   5.0000000e-01   1.6666667e-01
   6.5915382e-01   1.1538462e-01   5.3846154e-01   1.6666667e-01
   6.1091340e-01   1.5384615e-01   5.3846154e-01   1.6666667e-01
   5.2945828e-01   1.5384615e-01   5.7692308e-01   1.6666667e-01
   4.3653618e-01   1.9230769e-01   5.7692308e-01   3.3333333e-01
   3.0130486e-01   2.3076923e-01   6.1538462e-01   3.3333333e-01
   1.5025702e-01   5.7692308e-01   6.1538462e-01   1.6666667e-01
   8.0268881e-02   6.1538462e-01   6.1538462e-01   1.6666667e-01
   7.0778964e-02   6.1538462e-01   6.1538462e-01   1.6666667e-01
   5.0217477e-02   6.5384615e-01   6.5384615e-01   1.6666667e-01
   4.5472519e-02   6.5384615e-01   6.5384615e-01   1.6666667e-01
   4.1913800e-02   6.2955466e-01   6.3765182e-01   0.0000000e+00
   4.0332147e-02   6.0526316e-01   6.2145749e-01   0.0000000e+00
   3.6378015e-02   5.8097166e-01   6.0526316e-01   0.0000000e+00
   1.8584421e-02   5.5668016e-01   5.8906883e-01   0.0000000e+00
   1.8584421e-02   5.3238866e-01   5.7287449e-01   0.0000000e+00
   1.8979834e-02   5.0809717e-01   5.5668016e-01   0.0000000e+00
   1.8189008e-02   4.8380567e-01   5.4048583e-01   0.0000000e+00
   1.5421115e-02   4.5951417e-01   5.2429150e-01   0.0000000e+00
   0.0000000e+00   4.3522267e-01   5.0809717e-01   0.0000000e+00
   3.9541321e-04   4.1093117e-01   4.9190283e-01   0.0000000e+00
   3.9541321e-04   3.8663968e-01   4.7570850e-01   0.0000000e+00
   3.9541321e-04   3.6234818e-01   4.5951417e-01   0.0000000e+00
   3.9541321e-04   3.3805668e-01   4.4331984e-01   0.0000000e+00
   3.9541321e-04   3.1376518e-01   4.2712551e-01   0.0000000e+00
   3.9541321e-04   2.8947368e-01   4.1093117e-01   0.0000000e+00
   3.9541321e-04   2.6518219e-01   3.9473684e-01   0.0000000e+00
   1.1862396e-03   2.4089069e-01   3.7854251e-01   0.0000000e+00
