   2.8000000e+01
   1.7629630e-02   4.4444444e-01   9.6296296e-01   0.0000000e+00
   1.0814815e-02   4.4444444e-01   9.6296296e-01   0.0000000e+00
   1.0518519e-02   4.4444444e-01   9.6296296e-01   0.0000000e+00
   9.7777778e-03   4.4444444e-01   9.6296296e-01   0.0000000e+00
   9.0370370e-03   4.4444444e-01   9.6296296e-01   0.0000000e+00
   8.2962963e-03   4.4444444e-01   9.6296296e-01   0.0000000e+00
   7.5555556e-03   4.4444444e-01   9.6296296e-01   0.0000000e+00
   6.6666667e-03   4.4444444e-01   9.6296296e-01   0.0000000e+00
   8.0000000e-03   4.4444444e-01   9.6296296e-01   0.0000000e+00
   2.0740741e-02   4.4444444e-01   9.6296296e-01   0.0000000e+00
   2.0148148e-02   4.4444444e-01   9.6296296e-01   0.0000000e+00
   1.5407407e-02   4.4444444e-01   9.6296296e-01   0.0000000e+00
   2.5185185e-03   4.4444444e-01   9.6296296e-01   0.0000000e+00
   2.3703704e-03   4.4444444e-01   9.6296296e-01   0.0000000e+00
   0.0000000e+00   4.4444444e-01   9.6296296e-01   0.0000000e+00
   1.0814815e-02   4.4444444e-01   9.6296296e-01   0.0000000e+00
   1.5259259e-01   4.4444444e-01   9.6296296e-01   3.3333333e-01
   5.1629630e-01   3.7037037e-01   9.8148148e-01   3.3333333e-01
   8.3881481e-01   3.1481481e-01   9.8148148e-01   1.6666667e-01
   1.0000000e+00   2.9629630e-01   9.6296296e-01   1.6666667e-01
   9.6370370e-01   2.7777778e-01   9.6296296e-01   1.6666667e-01
   8.3007407e-01   2.7777778e-01   9.4444444e-01   1.6666667e-01
   6.9733333e-01   2.7777778e-01   9.2592593e-01   1.6666667e-01
   5.7437037e-01   2.7777778e-01   8.8888889e-01   1.6666667e-01
   4.1022222e-01   2.7777778e-01   8.3333333e-01   3.3333333e-01
   2.2696296e-01   6.1111111e-01   7.2222222e-01   1.6666667e-01
   4.5037037e-02   6.8518519e-01   6.8518519e-01   1.6666667e-01
   4.5925926e-03   6.8518519e-01   6.8518519e-01   0.0000000e+00
