   1.1800000e+02
   8.1100141e-03   4.6666667e-01   4.6666667e-01   0.0000000e+00
   2.1509168e-02   4.6666667e-01   4.6666667e-01   0.0000000e+00
   3.3145275e-02   4.6666667e-01   4.6666667e-01   1.6666667e-01
   4.5133992e-02   4.4444444e-01   4.6666667e-01   1.6666667e-01
   5.1657264e-02   4.2222222e-01   4.6666667e-01   1.6666667e-01
   5.8533145e-02   4.0000000e-01   4.6666667e-01   1.6666667e-01
   5.7475317e-02   4.0000000e-01   4.4444444e-01   1.6666667e-01
   5.4654443e-02   4.0000000e-01   4.4444444e-01   1.6666667e-01
   5.5535966e-02   3.7777778e-01   4.2222222e-01   1.6666667e-01
   6.3469676e-02   3.3333333e-01   4.0000000e-01   1.6666667e-01
   9.4675599e-02   2.8888889e-01   3.7777778e-01   1.6666667e-01
   1.4439351e-01   2.6666667e-01   3.7777778e-01   1.6666667e-01
   3.0271509e-01   2.4444444e-01   6.2222222e-01   3.3333333e-01
   5.1904090e-01   2.2222222e-01   6.4444444e-01   1.6666667e-01
   7.0610014e-01   2.0000000e-01   6.4444444e-01   1.6666667e-01
   8.1294076e-01   1.7777778e-01   6.6666667e-01   1.6666667e-01
   9.0144570e-01   1.5555556e-01   6.6666667e-01   1.6666667e-01
   9.8765867e-01   0.0000000e+00   6.8888889e-01   3.3333333e-01
   1.0000000e+00   0.0000000e+00   6.8888889e-01   1.6666667e-01
   9.4657969e-01   0.0000000e+00   6.8888889e-01   1.6666667e-01
   8.4502821e-01   0.0000000e+00   6.8888889e-01   1.6666667e-01
   7.4206629e-01   0.0000000e+00   6.8888889e-01   1.6666667e-01
   6.3963329e-01   8.8888889e-02   6.8888889e-01   1.6666667e-01
   5.2080395e-01   8.8888889e-02   6.2222222e-01   1.6666667e-01
   4.0426657e-01   6.6666667e-02   6.0000000e-01   3.3333333e-01
   3.0483075e-01   6.6666667e-02   6.0000000e-01   3.3333333e-01
   2.7785614e-01   6.6666667e-02   5.5555556e-01   3.3333333e-01
   2.6234133e-01   6.6666667e-02   5.5555556e-01   3.3333333e-01
   2.5899154e-01   0.0000000e+00   5.5555556e-01   5.0000000e-01
   2.6604372e-01   0.0000000e+00   5.5555556e-01   3.3333333e-01
   2.6163611e-01   0.0000000e+00   5.7777778e-01   3.3333333e-01
   2.3483780e-01   0.0000000e+00   6.0000000e-01   3.3333333e-01
   2.0063470e-01   4.6666667e-01   6.0000000e-01   1.6666667e-01
   1.5638223e-01   4.6666667e-01   6.2222222e-01   1.6666667e-01
   1.3628350e-01   4.8888889e-01   6.2222222e-01   1.6666667e-01
   1.0948519e-01   5.1111111e-01   6.4444444e-01   1.6666667e-01
   9.0267983e-02   5.5555556e-01   6.4444444e-01   1.6666667e-01
   6.0825106e-02   6.0000000e-01   6.6666667e-01   1.6666667e-01
   5.1304654e-02   6.2222222e-01   6.6666667e-01   1.6666667e-01
   4.2665726e-02   6.2222222e-01   6.6666667e-01   1.6666667e-01
   4.3899859e-02   6.2222222e-01   6.6666667e-01   1.6666667e-01
   3.8610719e-02   6.4444444e-01   6.6666667e-01   1.6666667e-01
   2.5387870e-02   6.4444444e-01   6.6666667e-01   1.6666667e-01
   2.0451340e-02   6.4444444e-01   6.4444444e-01   1.6666667e-01
   1.7630465e-02   6.3703704e-01   6.3703704e-01   0.0000000e+00
   1.9393512e-02   6.2962963e-01   6.2962963e-01   0.0000000e+00
   2.0803949e-02   6.2222222e-01   6.2222222e-01   1.6666667e-01
   2.0980254e-02   6.0000000e-01   6.2222222e-01   1.6666667e-01
   1.8688293e-02   5.7777778e-01   6.0444444e-01   0.0000000e+00
   1.7454161e-02   5.5555556e-01   5.8666667e-01   0.0000000e+00
   0.0000000e+00   5.3333333e-01   5.6888889e-01   0.0000000e+00
   5.6417489e-03   5.1111111e-01   5.5111111e-01   0.0000000e+00
   4.6897038e-02   4.8888889e-01   5.3333333e-01   1.6666667e-01
   1.2711566e-01   4.4444444e-01   5.5555556e-01   1.6666667e-01
   2.3889281e-01   3.7777778e-01   5.5555556e-01   1.6666667e-01
   3.2281382e-01   3.7777778e-01   5.7777778e-01   1.6666667e-01
   3.7253173e-01   3.5555556e-01   5.7777778e-01   1.6666667e-01
   3.9245416e-01   3.5555556e-01   6.0000000e-01   1.6666667e-01
   3.8487306e-01   3.5555556e-01   6.2222222e-01   1.6666667e-01
   3.6988717e-01   3.7777778e-01   6.4444444e-01   1.6666667e-01
   3.5807475e-01   3.7777778e-01   6.6666667e-01   1.6666667e-01
   3.5719323e-01   3.7777778e-01   6.6666667e-01   1.6666667e-01
   3.5877997e-01   3.7777778e-01   6.8888889e-01   1.6666667e-01
   3.5543018e-01   4.0000000e-01   6.8888889e-01   1.6666667e-01
   3.4414669e-01   4.0000000e-01   6.8888889e-01   1.6666667e-01
   3.1258815e-01   4.0000000e-01   7.1111111e-01   1.6666667e-01
   2.7327221e-01   4.2222222e-01   7.1111111e-01   1.6666667e-01
   2.3131171e-01   4.2222222e-01   7.1111111e-01   1.6666667e-01
   1.8318054e-01   4.4444444e-01   7.1111111e-01   3.3333333e-01
   1.1477433e-01   4.4444444e-01   6.8888889e-01   3.3333333e-01
   3.4732017e-02   4.6666667e-01   4.6666667e-01   1.6666667e-01
   1.2165021e-02   4.6666667e-01   4.6666667e-01   0.0000000e+00
